58230000426	58230000426	58230000426	58230001726	58230002126	58230001426	58230000426	58230000526	58230000926	58230000126	58230000126	58230000126	58230000126	58230001826	58230000326	58230003226	58230000926	58230000126	58230000126	58230000126
58230000326	58230000326	58230000326	58470000163	58230000626	58470000163	58230000726	58230000826	58250000623	58250000523	58250000523	58250000523	58250000523	58230000626	58230000126	58230002826	58250000623	58250000523	58250000523	58260000045
58230000126	58230000126	58470000163	58470000263	58250000623	58470000263	58470000163	58230002326	58250000223	58250000823	58230001926	58230002426	58250000223	58250000523	58250000523	58250000523	58250000123	58250000823	58250000123	58260000145
58250000523	58250000523	58470000263	58250000623	58250000823	58250000523	58470000263	58250000623	58250000823	58230001326	58230000826	58230000326	58230000826	58230000326	58230000826	58230001526	58250000223	58250000123	58250000823	58260000145
58260100045	58250000823	58250000523	58250000823	58360100033	58250000223	58250000523	58250000823	58250000823	58230001126	58230002326	58230000126	58230002926	58230000126	58230002926	58230001826	58470000363	58250000223	58470000363	58230000726
58250000823	58250000823	58470000163	58250000223	58250000523	58250000823	58470000363	58230002726	58240000127	58230003226	58250000623	58250000523	58250000523	58250000523	58250000523	58230000626	58470000063	58250000223	58470000063	58230000926
58230001026	58240000127	58230000826	58470000163	58250000223	58470000163	58470000263	58230002326	58240000027	58230002826	58250000223	58250000123	58250000823	58250000123	58250000823	58250000523	58250000023	58250000323	58250000023	58250000723
58230003126	58240000027	58230002926	58470000263	58470000163	58470000263	58250000623	58250000523	58250000523	58250000523	58250000823	58250000823	58470000163	58250000223	58470000163	58230000726	58230001526	58250000223	58230001326	58230000326
58230003126	58250000623	58250000523	58250000523	58470000263	58250000623	58250000123	58250000823	58250000123	58250000823	58230001326	58470000163	58470000263	58250000223	58470000263	58470000163	58230002626	58250000223	58230003126	58230000626
58230003126	58250000223	58250000123	58250000823	58250000523	58250000823	58250000823	58250000123	58250000823	58250000823	58230001126	58470000263	58250000623	58250000823	58250000523	58470000263	58230003126	58250000223	58230003126	58230000626
58230002626	58250000223	58250000123	58250000123	58250000823	58250000823	58230001326	58230002126	58230000826	58230000026	58230003226	58250000623	58250000823	58360100033	58250000223	58250000523	58230003126	58250000223	58230001126	58250000623
58230003126	58250000223	58250000823	58230000326	58230001226	58230001026	58230000226	58230000626	58230002926	58230000126	58230002826	58470000163	58250000223	58250000523	58250000823	58470000163	58230003126	58250000223	58230001926	58230002426
58230002626	58250000223	58250000823	58230000626	58230002926	58470000363	58230002826	58250000623	58250000523	58250000523	58250000523	58470000263	58470000163	58250000223	58470000163	58470000263	58230002626	58250000223	58230001926	58230002426
58470000363	58250000223	58250000823	58250000523	58250000523	58470000063	58250000623	58250000823	58250000823	58250000823	58250000823	58250000523	58470000263	58250000223	58470000263	58230001326	58230000226	58250000223	58230001826	58230001526
58470000063	58250000223	58250000823	58470000163	58250000823	58250000023	58250000323	58250000823	58250000823	58250000823	58250000823	58250000823	58250000523	58250000823	58250000523	58230002226	58230002826	58250000223	58230000626	58230002226
58250000023	58250000323	58250000823	58230001326	58230002126	58230000326	58230000326	58230000826	58230000326	58230000326	58230000326	58230001526	58250000223	58250000823	58260100045	58230002226	58250000623	58250000823	58250000523	58230002226
58250000823	58250000823	58230001326	58230000226	58230000626	58230000126	58230000126	58230002926	58230000126	58230000126	58230000126	58230001826	58230000326	58230000026	58230002026	58230002426	58250000223	58250000823	58250000823	58230001126
58250000823	58230001926	58230002426	58230002826	58250000623	58250000523	58250000523	58250000523	58250000523	58250000523	58250000523	58230000626	58230000126	58230000126	58230001926	58230002426	58250000223	58250000823	58250000823	58230002226
58250000823	58230001826	58230003226	58250000623	58250000823	58250000823	58230001926	58230000426	58230002426	58250000223	58250000823	58250000523	58250000523	58250000523	58230001926	58230002426	58470000163	58250000223	58470000163	58230002526
58250000823	58230000626	58230002826	58250000223	58230001926	58230000426	58230003026	58230000326	58230000326	58470000363	58250000223	58250000123	58250000123	58230000326	58230000826	58470000163	58470000263	58250000223	58470000263	58470000163
58250000823	58250000523	58250000523	58250000823	58230001926	58230000426	58230002426	58230000626	58230000126	58470000063	58250000223	58250000823	58250000823	58230000626	58230002926	58470000263	58250000623	58250000823	58250000523	58470000263
58250000823	58250000123	58250000123	58250000823	58230001926	58230000426	58230002426	58260100045	58250000523	58250000023	58250000323	58250000823	58250000823	58250000523	58250000523	58250000523	58250000823	58360100033	58250000223	58250000523
58250000123	58250000823	58250000823	58250000823	58230001826	58230000326	58230000326	58230000326	58230001526	58250000223	58250000823	58230001326	58230000026	58230000326	58230000326	58470000163	58250000223	58250000523	58250000823	58470000163
58250000823	58250000823	58250000823	58250000823	58230000626	58230000126	58230000126	58230000126	58230001826	58230000326	58230000326	58230003226	58230000926	58230000126	58230000126	58470000263	58470000163	58250000223	58470000163	58470000263
