10290000725	10290000725	10290001225	10010000101	10070002302	10070000602	10070001502	10070000702	10010000001	10290000925	10140000021	10140001321	10140001021	10140001321	10140001021	10290000925	10070000002	10070000602	10070000602	10070002002	10070000602	10070000602	10070002502	10290000925	10140001021	10140001021	10140001321	10140001321
10490100446	10490100046	10490100246	10010000001	10070002302	10070000702	10020000112	10070002402	10010000001	10290001125	10290000725	10290001125	10290000725	10290000525	10290000725	10290000525	10070000502	10070000602	10070000602	10070000602	10070000602	10070001102	10410000157	10290001025	10140001021	10140001321	10140001321	10140001321
10490100146	10200000007	10490100346	10070001602	10070000602	10070000602	10070001202	10020000112	10070001602	10070001402	10070001002	10070001002	10070001002	10070001402	10070001002	10070001002	10070000602	10070000602	10070001502	10070000602	10070000702	10250000323	10410000057	10290000625	10140001021	10140001321	10140001321	10140001321
10070000302	10070000902	10070000302	10070000602	10070002002	10070000602	10070000602	10070001402	10070000602	10070002002	10070000602	10070000602	10070000602	10070000602	10070000602	10070000602	10070000602	10070002202	10020000112	10070002302	10070000702	10250000123	10250000023	10290000625	10140001021	10140001321	10140001321	10140001321
10490000146	10490000846	10490000546	10070002302	10070000602	10070000602	10070001502	10070001502	10070000602	10070000602	10070000202	10070000202	10070000202	10070000602	10070002002	10070000602	10070000702	10020000112	10070001602	10070000602	10070000702	10250000323	10410100157	10290000625	10140001021	10140001321	10140001321	10140001321
10490000046	10190000006	10490000646	10070002302	10070000602	10070000702	10010000001	10020100012	10070002302	10290001125	10290000725	10290001125	10290000725	10290000525	10290000725	10290000825	10070001802	10070001402	10070000602	10070000602	10070000602	10070000802	10410100057	10290000925	10140001021	10140001021	10140001321	10140001321
10070001402	10070001002	10070001402	10070000602	10070000602	10070000702	10010000001	10010000001	10070002302	10100100214	10140001021	10140001321	10140001021	10140001321	10140001021	10290000925	10070000002	10070000602	10070000602	10070000602	10070000602	10070000402	10070001702	10290000925	10140001021	10140001021	10140001021	10140001321
10070002002	10070000602	10070000602	10070000602	10070000602	10070000602	10070001202	10010000001	10070002302	10140000321	10140000521	10140001021	10140000521	10140001021	10140000521	10290000925	10070000002	10070000602	10070000102	10010100001	10010100001	10070000402	10070002102	10290000025	10290000725	10290000225	10140001021	10140001321
10070000602	10070002002	10070000602	10070000602	10070000602	10070002002	10070000602	10070001402	10010100001	10140000321	10140000021	10140001321	10140001321	10140000621	10140000021	10290000025	10290000725	10290000125	10070001302	10100100214	10140001421	10100000014	10010100001	10070001002	10070001002	10290000925	10140001021	10140001321
10070000202	10070000202	10070000202	10070000602	10070002002	10070000602	10070000602	10010100001	10100100214	10140000021	10140000021	10140001321	10140001321	10140000621	10140000621	10140000421	10140000921	10140001221	10140001421	10140000021	10140000021	10140000121	10010100001	10070000402	10070000402	10290000925	10140001021	10140001321
