06250000023	06250000623	06250000623	06250000623	06250000623	06250000623	06250000623	06250000023	06250000623	06250000623	06250000623	06250000023	06470000163	06230000226	06230000626	06230000626	06230000626	06230000626	06230002426	06230001626	06120100060	06120100160
06250000623	06250000623	06250000623	06250000023	06250000623	06250000023	06250000623	06250000623	06250000623	06250000023	06250000623	06250000623	06470000263	06230000526	06230000326	06230000326	06230000326	06230000326	06230000326	06230002126	06120100060	06120100260
06250000623	06250000623	06470000163	06250000123	06250000623	06250000623	06470000163	06230000826	06250000123	06250000623	06250000623	06250000623	06260200045	06250000523	06250000323	06250000523	06250000523	06250000323	06250000323	06230002126	06120100060	06120100260
06250000623	06250000023	06470000263	06260100145	06260100045	06260100245	06470000263	06230002126	06250000123	06250000623	06250000623	06250000623	06260200145	06250000623	06250000623	06250000623	06250000623	06250000623	06250000623	06230002126	06120100060	06120100160
06250000023	06250000623	06260200045	06120000660	06120000660	06120000660	06120000560	06230002126	06250000123	06230001226	06230001326	06230000426	06230001326	06230000426	06230001326	06230001326	06230000426	06230002526	06250000123	06230002126	06120100060	06120100260
06250000623	06250000023	06260200145	06120000260	06120000260	06120000260	06120000360	06230002126	06250000123	06230001726	06230000126	06230000126	06230000126	06230000126	06230000126	06230000126	06230000126	06230001626	06250000123	06230002126	06120100060	06120100160
06250000023	06250000023	06470000163	06230002426	06230002426	06230002426	06230002426	06230002026	06250000123	06230002126	06230000526	06230000726	06230000726	06230001126	06230000926	06230000926	06230000526	06230002126	06250000123	06230001926	06230000626	06230000626
06250000623	06250000023	06230002126	06250000423	06250000323	06250000323	06250000323	06230002126	06250000123	06230002126	06250100523	06340100029	06340100029	06350000031	06340000029	06340000029	06250100523	06230002126	06250000123	06230002126	06250000423	06340200029
06250000623	06250000623	06230002126	06250000123	06360000133	06360000133	06250000123	06230002126	06250000123	06230002126	06250100423	06250100023	06250100023	06250100323	06250100623	06250100623	06250100123	06230002126	06250000123	06230002126	06250000123	06250000223
06250000623	06250000623	06230002126	06250000123	06250000323	06250000323	06250000623	06230002126	06250000123	06230002126	06250100423	06250100123	06250100023	06250100323	06250100623	06250100123	06250100123	06230002126	06250000123	06230002126	06250000123	06250000623
06250000623	06250000023	06230001826	06230002626	06270000030	06230002326	06230002426	06230002026	06250000123	06230001826	06230000626	06230002626	06250100223	06250100123	06250100123	06230002326	06230000626	06470000163	06250000123	06230002126	06250000123	06250000623
06250000023	06250000623	06230000326	06230000326	06260300045	06230000326	06230000326	06230002126	06250000123	06230000326	06230000326	06230000326	06260100345	06260100045	06260100245	06230000326	06230000326	06470000363	06250000123	06230002126	06250000123	06250000623
06250000623	06250000023	06250000323	06250000323	06250000323	06250000323	06250000323	06230002126	06250000123	06230001526	06230001426	06230001426	06260100345	06260100045	06260100245	06230001526	06230001526	06470000063	06250000123	06230002226	06250000123	06230001726
06250000023	06250000023	06250000623	06250000623	06250000623	06250000623	06250000623	06230002126	06250000123	06250000323	06250000323	06250000523	06250000523	06250000323	06250000323	06250000323	06250000323	06260200145	06250000623	06230000326	06260300045	06230002126
06250000623	06250000623	06340200029	06250000123	06470000163	06250000123	06250000623	06230002126	06250000123	06250000023	06250000623	06250000623	06250000623	06250000623	06250000623	06250000623	06250000023	06260200145	06250000623	06250000323	06250000323	06230002126
06250000623	06250000023	06250000223	06250000023	06470000263	06260100345	06260100245	06230001826	06470000163	06250000123	06250000623	06470000163	06230000826	06250000123	06250000623	06250000623	06250000623	06260200145	06250000623	06250000623	06250000623	06230002126
06250000023	06250000623	06250000623	06250000623	06260200045	06120000460	06120000660	06230000326	06470000263	06260100145	06260100245	06470000263	06230002126	06250000123	06230001726	06230000626	06230000626	06230000626	06230002426	06230002726	06230000026	06230001026
06250000623	06250000023	06340200029	06250000123	06260200145	06120000160	06120000260	06120000760	06120000560	06120000660	06120000660	06120000560	06230002126	06250000123	06230002126	06230000526	06230000326	06230000326	06230000326	06470000163	06230000526	06230000326
06250000023	06250000023	06250000223	06250000623	06470000163	06120000160	06120000060	06120000260	06120000360	06120000260	06120000260	06120000360	06230002126	06260000045	06230002126	06250000423	06250000323	06250000323	06250000323	06470000263	06250000423	06250000323
