18040001826	18040003126	18040003326	18020000129	18010003401	18020000023	18020000129	18010003401	18010002134	18040002026	18040001326	18040004800	18010004330	18010003401	18010003401	18040002026	18040002545	18040000626	18040002626	18010003401	18010003401	18010003401	18010003401	18010003401	18010000701
18040001130	18040000626	18040002626	18010003401	18160000000	18010003401	18010003401	18040003012	18040000126	18040001130	18040000626	18010002623	18040100034	18010003401	18040002923	18040001130	18040000626	18040000923	18010005317	18010003401	18010003401	18010003401	18010003401	18160000000	18010000201
18040000426	18040002626	18020000023	18160000000	18010003401	18010003401	18040001223	18040003626	18040000563	18040001326	18040002626	18010003401	18020000129	18010003401	18020000129	18040004302	18040000923	18010003401	18010002817	18060100034	18010004917	18020000129	18010005101	18010000201	18010000201
18040005027	18010003401	18010003401	18010003401	18010003401	18040001012	18040004226	18040000626	18040002300	18040005027	18010003401	18010003401	18010000701	18010000300	18010003601	18010004100	18010003401	18010003401	18020000023	18010000823	18010003401	18010001401	18010000201	18160000000	18010000201
18010003401	18020000129	18010002301	18010003401	18010003401	18040002723	18040001626	18040001702	18040003934	18010001826	18010003401	18160000000	18010000201	18160000000	18040003934	18040002226	18010001826	18010003401	18010003401	18020000129	18010003401	18010003401	18010004601	18010004801	18010004801
18020000129	18010000701	18010000201	18010004201	18010003401	18020000129	18040003423	18010003401	18010003401	18010003401	18020000129	18010003401	18010001301	18010003401	18040002923	18040001500	18040004926	18010004330	18010003401	18010003401	18010002817	18060000334	18060000234	18010003401	18010003401
18010000501	18010000201	18010000201	18010000201	18010000501	18010000401	18020000023	18010003401	18010003401	18010003401	18010003401	18010001000	18010000501	18010004201	18040003526	18040004023	18010004330	18010003401	18010003401	18020000129	18010003401	18010003401	18010002817	18060000030	18060000134
18010000201	18010000201	18010000201	18010000201	18010000201	18010000201	18010004100	18010003401	18020000129	18010003401	18020000023	18010003401	18010002001	18010000201	18010004501	18040003423	18160000000	18010003401	18010003401	18020000129	18010000701	18010004201	18010000823	18060000334	18060000234
18010000201	18010000201	18010000201	18010000901	18010001601	18010002001	18010004100	18020000023	18020000129	18010003401	18010003401	18020000129	18010003401	18010001101	18010003101	18010002301	18010004501	18010003401	18010003401	18010003401	18010002901	18010003901	18010004001	18010003401	18010002817
18010001601	18010001601	18010001601	18010002134	18040002226	18010001826	18010000701	18010000501	18010000401	18010002301	18010000701	18010000501	18010003601	18010004801	18010003700	18010000201	18160000000	18010003401	18010003401	18010000701	18010000201	18010000201	18010001901	18010002201	18010002701
18010003401	18020000129	18040003012	18040002112	18040003829	18010003401	18010001301	18010004601	18010000201	18010000201	18010000201	18010003301	18010003401	18040000029	18040003229	18010004601	18010000201	18010004201	18020000129	18010002901	18010000201	18010000201	18010005001	18010001226	18010000100
18010002134	18040001223	18040001130	18040003626	18040000823	18020000023	18010003401	18020000129	18010001301	18010001601	18010001601	18010003801	18040002923	18040001326	18040004723	18010004330	18010002001	18010000201	18010004201	18020000023	18010002001	18010003301	18010003801	18160100000	18010001226
18040003626	18040000726	18040004226	18040004126	18040003126	18040003326	18010003401	18010003401	18020000129	18010005234	18040004634	18010003401	18040001223	18040000226	18040002626	18010003401	18010000701	18010000201	18010000201	18010000501	18010004100	18020000023	18010002501	18010001226	18010000100
18040003726	18040002426	18040001626	18040001923	18040000626	18040002626	18010003401	18010003401	18040002026	18040000426	18040004723	18010004330	18040002723	18040001702	18040002226	18010001826	18010002001	18010004801	18010004801	18010004401	18010003401	18010001501	18010001226	18160100000	18010001226
18040002826	18040004426	18040000726	18040001326	18040000923	18020000023	18010003401	18010003401	18040004526	18040000226	18040002626	18010000001	18010000601	18010002401	18020000129	18160000000	18010003401	18010003401	18020000129	18010003401	18010003401	18020000129	18010003000	18010001226	18010000100
18040001626	18040004426	18040002300	18040000326	18010003401	18010003401	18020000129	18040002923	18040001400	18040000923	18010000001	18010003501	18010001226	18010004723	18010002201	18010002201	18010002701	18010003401	18010003401	18010003401	18010001701	18010003201	18010001226	18160100000	18010001226
