01010002901	01490000444	01490000144	01490000044	01060200138	01010002901	01010002901	01010002901	01060200338	01130000222	01130000322	01130000422	01060000038	01010002401	01060200338
01010002901	01490000544	01490000744	01490000644	01060200538	01010002901	01010002901	01010002901	01020000012	01060100038	01130000622	01130000122	01130000022	01060200638	01060200438
01010002901	01490000244	01280000035	01490000344	01010002901	01060200138	01010002901	01160000010	01010002901	01010002901	01060200338	01130000522	01130000322	01130000122	01130000622
01010002901	01010002901	01010001401	01010001801	01010002901	01060200038	01060200238	01010000101	01010002001	01010002901	01060200238	01060200338	01130000422	01130000222	01060400038
01060300238	01010002901	01010002901	01010002301	01010000801	01010002901	01010002201	01010003501	01010003001	01060300338	01180000005	01010002901	01060500038	01060500138	01010002901
01060300338	01020000112	01010001201	01010002101	01010002901	01010002901	01010000601	01010000401	01010000401	01010000001	01010002901	01020000112	01010002901	01010002901	01010001701
01060300038	01010000301	01010000201	01010000201	01010000701	01020000212	01010000501	01010003401	01010000401	01010000201	01010003201	01010002901	01010002901	01180000005	01010002501
01060300138	01010002901	01010000601	01010001001	01010002901	01040000118	01040000218	01160000010	01010001601	01010001001	01010001301	01010001701	01010003701	01010001101	01010002901
01010002201	01010001501	01010003301	01010002901	01040000118	01040000518	01040000318	01040000618	01010002701	01010002901	01010001701	01010003601	01010003101	01010002801	01010000901
01010000201	01010000201	01010002601	01040000818	01040001018	01040001118	01040000418	01040000018	01040000918	01040000718	01010001901	01010003101	01010003601	01010003101	01010003601
