63230003226	63230001626	63230000826	63230000826	63230000826	63230000826	63230000826	63470000263	63230000926	63230001426	63230002526	63470000263	63230001126	63230000826	63230000826	63230000826	63230000826	63230001926	63230000626
63230002126	63230003326	63230001226	63230000326	63230000326	63470000263	63230001226	63470000063	63230002226	63230002826	63230000726	63470000063	63230001226	63470000263	63230001226	63230000326	63230000326	63230003326	63230002326
63230002726	63230003326	63250002523	63250002423	63250002423	63470000063	63470000263	63470000163	63250003923	63360100033	63250004323	63470000163	63470000263	63470000063	63250002523	63250002423	63250002423	63230003326	63230000426
63230002726	63230003326	63250001123	63250000823	63250004723	63470000163	63470000063	63250003423	63250003823	63250001623	63250002823	63250003123	63470000063	63470000163	63250001123	63250004723	63250000823	63230003326	63230002926
63230002726	63230003326	63250001123	63250000823	63250004723	63250000123	63470000163	63260000245	63260000545	63260000545	63260000545	63260000145	63470000163	63250003423	63250001323	63250000823	63250004723	63230003326	63230000426
63230002726	63230003326	63250001123	63470000263	63250001123	63250004723	63250000123	63250003623	63250005023	63250004223	63250005023	63250000623	63250000123	63250001323	63250004723	63470000263	63250001123	63230003326	63230002926
63230002726	63230002426	63230001926	63470000063	63250001123	63250004723	63250004723	63250000223	63250004123	63250001223	63250004123	63250001023	63250000823	63250004723	63250000823	63470000063	63230001626	63230003426	63230000426
63230001026	63230000126	63230003326	63470000163	63250001123	63250004723	63250000823	63250003723	63250005523	63250005023	63250000723	63250001723	63250004723	63250004723	63250000823	63470000163	63230003326	63230002026	63230001326
63230001826	63230001726	63230003326	63250003423	63250001323	63250000823	63250004723	63250002323	63250000923	63250004823	63250004923	63250003523	63250000823	63250000823	63250000823	63250000123	63230003326	63230000526	63230003126
63250002423	63230000026	63230003326	63250001123	63250004723	63250004723	63250000823	63250002223	63250004823	63250002923	63250004823	63250003023	63250000823	63250000823	63250000823	63250004723	63230003326	63230000426	63250005723
63250005423	63230002726	63230003326	63250001123	63250004723	63250000823	63250004723	63250000923	63250004823	63250004423	63250005823	63250004923	63250000823	63250004723	63250004723	63250004723	63230003326	63230000426	63250001523
63250003223	63230002726	63230003326	63250001123	63470000263	63250001123	63250004723	63250004723	63250002123	63250005623	63250004523	63250000823	63250004723	63250004723	63470000263	63250001123	63230003326	63230002926	63250001523
63250001923	63230002726	63230002426	63230001926	63470000063	63250001123	63250004723	63250004723	63250003323	63250005323	63250001423	63250004723	63250000823	63250004723	63470000063	63230001626	63230003426	63230000426	63250001523
63250002723	63230001026	63230000126	63230003326	63470000163	63250001123	63250004723	63250004723	63250003323	63250005323	63250001423	63250000823	63250000823	63250004723	63470000163	63230003326	63230002026	63230001326	63250002023
63470000263	63230001826	63230001726	63230003326	63250003423	63250001323	63250004723	63250004723	63250004823	63250004423	63250005123	63250000823	63250000823	63250004723	63250000123	63230003326	63230000526	63230003126	63470000263
63470000063	63250005723	63230000026	63230003326	63250001123	63250004723	63250004723	63250004723	63250002123	63250005623	63250004523	63250000823	63250000823	63250000823	63250004723	63230003326	63230002926	63250001523	63470000063
63470000163	63250002023	63230000026	63230003326	63250001123	63250004723	63250004723	63250000823	63250003323	63250005323	63250001423	63250000823	63250004723	63250000823	63250004723	63230003326	63230002926	63250002023	63470000163
63250000123	63250000423	63230000026	63230003326	63250001123	63250004723	63250004723	63250004723	63250003323	63250005323	63250001423	63250004723	63250000823	63250004723	63250004723	63230003326	63230000426	63250001523	63250000123
63250001823	63250004023	63230002726	63230002426	63230000826	63470000263	63470000263	63250001123	63250004823	63250004423	63250005123	63250004723	63470000263	63470000263	63230001126	63230003426	63230000426	63250002023	63250005423
63250002623	63250001923	63230001026	63230003026	63230003026	63470000063	63470000063	63250001123	63250004623	63250000523	63250005223	63250004723	63470000063	63470000063	63230002626	63230003026	63230001326	63250001523	63250003223
63250000823	63250001823	63230001826	63230001526	63230001526	63470000163	63470000163	63260000245	63260000545	63260000545	63260000545	63260000145	63470000163	63470000163	63230000226	63230001526	63230003126	63250002023	63250002623
63250000323	63250004723	63250001823	63250002623	63250001923	63250000123	63250000123	63260000345	63260000445	63260000445	63260000445	63260000045	63250000123	63250000123	63250002623	63250001923	63250000023	63250002723	63250004723
