14010003101	14010003101	14010003101	14010002401	14010000501	14010000501	14010000501	14010000501	14010000501	14230001318	14250000718	14250000801	14250000201	14250000801	14250000201	14250000201	14250000801	14230001318	14010002932	14010000501	14010000501	14020100000
14010003101	14010003101	14020000000	14010003101	14010001701	14010003001	14020100000	14010000501	14010000501	14230001318	14250000718	14250000801	14250000801	14250000201	14250000801	14250000201	14250000201	14230001318	14010002719	14020000100	14010000501	14010000501
14010003101	14010003101	14010003101	14020000000	14020000000	14010003101	14010003001	14010000501	14010000501	14230001018	14470000018	14250000718	14250000801	14470000018	14230001818	14250000718	14250000801	14230001818	14230000601	14230000118	14230000418	14010002601
14010003101	14010000801	14010003201	14010000301	14010001101	14010003201	14010000301	14010001701	14010003001	14230001138	14470000400	14260000118	14260000018	14470000400	14230001318	14260000118	14260000018	14230000018	14250000402	14250000101	14230001318	14070000916
14010000901	14020100000	14010000501	14020000100	14010000201	14020000000	14010000501	14010001301	14010000901	14230000018	14470000200	14260000118	14260000018	14470000200	14230001318	14250000402	14250000101	14250000101	14250000801	14250000801	14230001318	14070000716
14010000501	14010000501	14010000501	14010000501	14010000501	14020000000	14010000501	14020000000	14010000101	14010000701	14070000402	14070000116	14070000202	14010001801	14230001318	14250000718	14250000801	14360100038	14250000500	14250000201	14230001318	14070000716
14020100000	14230001918	14230000118	14230000118	14230000118	14230000118	14230000418	14070001002	14070000802	14070001102	14020100000	14070000502	14070000802	14070001102	14230001318	14250000718	14250000201	14250000601	14250000801	14250000801	14230001818	14070000716
14010000501	14230001318	14250000402	14250000101	14250000101	14250000101	14230001018	14230000418	14070000916	14070000802	14070000402	14070000016	14070000016	14010001501	14230001318	14250000718	14340000018	14250000500	14340000018	14250000500	14260100118	14070000716
14010000501	14230001318	14250000718	14360100038	14250000500	14250000201	14260100118	14230001018	14230000418	14070000316	14230001918	14230000118	14230000118	14230000118	14230000418	14250000500	14250000312	14250000002	14250000312	14250000002	14260100018	14070000716
14020000100	14230001318	14250000500	14250000601	14250000801	14250000201	14260100018	14260100118	14230001018	14230001618	14230001318	14250000402	14250000101	14250000101	14230001318	14250000718	14250000201	14250000201	14250000201	14250000201	14230001318	14070000716
14020000100	14230001318	14250000718	14250000801	14250000201	14250000801	14260100018	14260100018	14260100118	14230000018	14230001418	14250000718	14250000201	14250000201	14230001018	14230000118	14230000118	14230000218	14250000500	14250000801	14230001318	14070000716
14010000501	14230001018	14230000118	14470000018	14270100018	14470000018	14230001518	14260100018	14260100018	14250000402	14250000101	14250000201	14360100038	14250000500	14250000101	14250000101	14250000101	14250000601	14250000801	14250000201	14230001318	14070000716
14010001801	14230000500	14230000500	14470000500	14260200018	14470000500	14230001700	14230000718	14260100018	14250000718	14250000801	14250000801	14250000601	14250000201	14250000201	14250000201	14250000201	14250000801	14250000201	14250000801	14230001318	14070000716
14070001102	14230001201	14230001201	14470000318	14260200018	14470000318	14230000801	14230001201	14230000718	14250000718	14250000801	14250000201	14250000201	14250000201	14230001918	14230000118	14470000118	14270000118	14270000018	14470000118	14230001418	14070001200
14010001501	14230000500	14230000500	14470000200	14260200018	14470000200	14230001700	14230000500	14230000500	14230000718	14230000118	14470000118	14250000718	14470000118	14230001418	14230000318	14470000200	14260000118	14260000018	14470000200	14230000318	14070000616
14010002500	14230000918	14230000918	14470000200	14260200018	14470000200	14230000318	14230000918	14230000918	14230000918	14230000918	14470000200	14260200018	14470000200	14230000318	14010001219	14070001002	14070000202	14070000402	14070000116	14070000402	14010001501
14020100000	14010000901	14010002101	14070000116	14070000802	14070000202	14010000701	14010002001	14010002201	14010000401	14010002801	14010002101	14010000001	14010002801	14010000501	14010000501	14010002301	14010001401	14020100000	14010001001	14020100000	14010000501
14010000501	14010000501	14020100000	14010100001	14070000802	14010000001	14010000601	14010001901	14010001601	14010001401	14010000501	14010002500	14020000100	14020000000	14010000501	14010000501	14020000100	14010000501	14010000501	14010000501	14010000501	14010002500
