11010000601	11010001501	11010001101	11010001201	11010002701	11230002026	11230002526	11230000126	11230001026	11230000126	11230001026	11230002526	11230002526	11230000726	11250100023	11250100423	11230002026	11230002526	11230000126	11230001026	11230000126	11230001026	11230002526	11230000126	11230003026
11010002801	11010001501	11010000601	11010001501	11010002001	11230002426	11250100523	11360100033	11230002426	11250100523	11230002426	11250100523	11250100223	11230002426	11250100023	11250100323	11230002426	11250100523	11360100033	11230002426	11250100523	11230002426	11250100523	11360100033	11230002426
11010000901	11010000601	11010000601	11010001801	11010002401	11230002426	11250100023	11250100223	11230002426	11250100023	11230002426	11250100023	11250100423	11240000027	11250100023	11250100423	11230002426	11250100023	11250100223	11230002426	11250100023	11230002426	11250100023	11250100223	11230002426
11010001501	11010001501	11010001501	11010001001	11010002701	11230002026	11230000126	11250100023	11230001126	11250100023	11230001226	11230000126	11270100030	11230001126	11250100023	11250100323	11230001226	11250100023	11230000126	11230001126	11250100023	11230001226	11250100023	11230000126	11230001126
11010002801	11010001501	11010000601	11010000401	11010002701	11230002426	11250100023	11250100423	11250100123	11250100423	11250100223	11250100223	11250100123	11250100123	11250100423	11250100423	11250100123	11250100423	11250100223	11250100123	11250100423	11250100123	11250100423	11250100123	11250100223
11010000501	11010000801	11010001501	11010002501	11010002701	11230000026	11230001826	11230001826	11230001826	11230001826	11230001826	11230001826	11230000526	11230001826	11230000526	11230001826	11250100023	11250100323	11250100423	11230000026	11230000826	11230002526	11230002526	11230002526	11230002126
11010000901	11010000601	11010002501	11470000363	11470000063	11230001226	11230002526	11230002526	11230002126	11230000826	11230002526	11230002526	11230002526	11230002526	11230000326	11230002526	11260000145	11260000245	11260000045	11230000626	11230001126	11470000063	11230001926	11470000063	11230001226
11010000601	11010000701	11010002701	11470000263	11230000226	11230001526	11230002826	11230001526	11230001726	11230002226	11230002926	11230001526	11230002826	11230001526	11230002826	11230001526	11250100523	11250100123	11250100223	11230002426	11230002926	11230002326	11350000031	11230002326	11230002926
11010001501	11010002501	11010001701	11260100145	11260100045	11070001302	11070001602	11070002102	11230000026	11230001326	11250100523	11250100123	11250100223	11250100123	11250100123	11250100223	11250100423	11250100323	11250100423	11230002426	11250000523	11250000123	11250000623	11250000623	11260300045
11010002501	11010002701	11010002301	11260100045	11260100045	11070001502	11070001502	11070000202	11230000026	11230001326	11250100023	11230002426	11250100023	11250100323	11230002426	11250100023	11230002426	11250100023	11250100423	11230002426	11250000323	11250000023	11250000423	11250000423	11250000023
11010001301	11010000101	11010002201	11470000163	11470000063	11070001502	11070001002	11070000602	11230000026	11230001326	11250100023	11230002426	11250100023	11250100423	11230002426	11250100023	11230002426	11250100023	11250100423	11230001226	11230002726	11250000223	11250000023	11230000926	11230002526
11010001401	11010000901	11230001426	11230002526	11230001626	11070001702	11340000029	11070000502	11230000026	11230001326	11250100023	11230002426	11250100023	11250100423	11230002426	11250100023	11230002426	11250100023	11250100423	11230001526	11230002426	11250000223	11250000423	11230001526	11230002826
11010002701	11010000801	11230002626	11070001402	11070001602	11070001502	11070000102	11070000902	11230000026	11230001326	11250100023	11230002426	11250100023	11250100423	11230002426	11250100023	11230002426	11250100023	11250100423	11230002826	11230002426	11250000223	11250000423	11250000123	11250000623
11010000201	11010000801	11230000126	11230001026	11230002726	11070001102	11070001502	11070001002	11230000026	11230001326	11250100023	11230002426	11250100023	11250100423	11230002426	11250100023	11230002426	11250100023	11250100423	11250100223	11230001226	11230002526	11470000063	11250000223	11470000063
11010000001	11010001601	11230001526	11230002626	11070000302	11070001002	11070001502	11070000602	11230000026	11230001326	11250100023	11230002426	11250100023	11250100323	11230002426	11250100023	11230002426	11250100023	11250100323	11250100423	11230001526	11230002826	11230001526	11260200045	11230001526
11010000301	11010002101	11230002826	11230002626	11070001102	11070001502	11340000029	11070000502	11230001726	11230002226	11250100023	11230002426	11250100023	11250100323	11230002426	11250100023	11230002426	11250100023	11250100323	11250100423	11250100123	11250100223	11250100223	11250100123	11250100123
11010001901	11010000201	11010002601	11230002626	11070001102	11070001502	11070000002	11070000902	11230001226	11230001426	11230000126	11230003026	11250100023	11250100423	11230000626	11230000126	11230003026	11250100023	11250100423	11250100423	11250100323	11250100423	11250100423	11250100323	11250100323
11010002001	11230001426	11230002526	11230001626	11070000402	11070001002	11070001502	11070000602	11230001526	11230000426	11230002926	11470000063	11270000230	11270000130	11470000063	11230002926	11230001226	11230000126	11230000726	11250100023	11250100323	11250100423	11250100423	11250100323	11250100323
11010001501	11230002626	11070001402	11070001602	11070001002	11070001502	11470000063	11070000702	11070001302	11230001526	11070001802	11230001526	11270000030	11270000330	11230001526	11070001802	11230001526	11230002826	11230001226	11230000126	11230000126	11230000126	11230000126	11230000126	11230000126
11010000601	11230000126	11230001026	11230002726	11070000802	11070001002	11230002626	11070001102	11070001502	11070001302	11070001502	11070001602	11070001602	11070001602	11070001602	11070001002	11070001302	11070002102	11230001526	11230002826	11230001526	11230002826	11230001526	11230002826	11230001526
11010001501	11230001526	11230002626	11260300045	11070001202	11070001002	11230002626	11070001102	11070001502	11070001502	11070001502	11070001002	11070001502	11070001002	11070001502	11070001502	11070001002	11070001502	11070001302	11070001602	11070002002	11070001902	11070001602	11070001302	11070001602
