62260000045	62480002442	62250000623	62250001223	62230000426	62250000223	62250001023	62480002442	62250001023	62230000726	62230001526	62250000223	62250000623	62250001023	62250001023	62250001023	62250000523	62250000323
62480002442	62250001023	62480002442	62480002442	62250000723	62250001023	62480002442	62250001023	62250000623	62230000626	62250000123	62250000623	62250001023	62250001023	62250001023	62250001023	62250000723	62250000723
62250001023	62480002442	62250001023	62250001023	62230000826	62480000142	62250001023	62480002442	62250000023	62230000626	62250000123	62480002442	62250001023	62250001023	62250001023	62250000723	62250001023	62250000623
62250001023	62480002442	62250001023	62480002442	62230001026	62230001526	62480000142	62480002442	62230001726	62230000526	62480000142	62250001023	62480002442	62250001023	62250001023	62250001023	62250001023	62250001023
62480002442	62250001023	62480002442	62250000023	62230000626	62250000123	62480002442	62250001023	62480002442	62480002442	62480002442	62480002442	62250001023	62480002442	62250001023	62250000623	62250001023	62250000723
62230000226	62230000026	62240000027	62230000026	62230000526	62480000142	62250001023	62480001342	62480000642	62480002742	62480001942	62480003942	62480002442	62230000726	62230000026	62230001326	62250001123	62250000623
62250000723	62480002442	62480002442	62480002442	62480002442	62480004242	62480001942	62050000749	62050003949	62050000749	62050000349	62480001142	62250000723	62230000626	62250000123	62250000723	62250000623	62250001023
62480002442	62250001023	62480001342	62480002842	62480002142	62480001542	62480000742	62050001649	62050001349	62050003249	62050002649	62480000042	62480002442	62230000626	62250000123	62250000623	62250000723	62250000723
62250000623	62480004042	62050000749	62050003049	62050000349	62480001442	62050003449	62050001049	62050001749	62050003149	62050002249	62480003442	62480002442	62230000626	62480000142	62250001023	62250001023	62480002442
62250001023	62480003642	62050000149	62050003749	62050002349	62050003049	62050001049	62050004049	62050002049	62050003549	62050002649	62480000842	62480002442	62230000626	62250000123	62480002442	62480002442	62250001023
62480002442	62250000723	62480003142	62050003849	62050003349	62050002949	62050002849	62050000549	62050002549	62050001549	62050003149	62050000349	62230000326	62230001826	62480000142	62250001023	62480002442	62250001023
62250001023	62480002442	62480003642	62480001642	62050002149	62050002749	62050002449	62050000949	62050003349	62050002849	62050001849	62050000849	62050003649	62230001426	62230000226	62230000026	62240000027	62230000026
62480002442	62250001023	62250000623	62480003042	62480001842	62480000242	62480000242	62480001442	62050002149	62050001149	62050000449	62050000649	62050001449	62050001249	62480001042	62250000423	62480002442	62250000823
62230000226	62230000226	62230000926	62250001123	62250000723	62480002442	62480002442	62480003742	62480001442	62050003849	62050001449	62050000049	62480004142	62480003342	62480003542	62250001023	62250001023	62250000623
62250000423	62250001223	62230001426	62230001126	62230000126	62250001123	62250001023	62480004242	62480000442	62480003842	62480004142	62480001142	62480001842	62480001242	62250001023	62250000623	62250000523	62250001023
62250001023	62250000623	62250000323	62230001426	62230000226	62230000226	62230001626	62480002042	62480002342	62480000342	62480001042	62480002442	62250001023	62250001023	62230000826	62250001123	62250001023	62250000723
62250001023	62250001023	62250000523	62250000723	62250000623	62480003142	62050001949	62050003049	62050003649	62480001742	62480002242	62480002642	62250001023	62480002442	62230000626	62250000123	62250001023	62250000623
62250001023	62250001023	62250000623	62250001023	62250001023	62480003642	62050002149	62050000249	62050002349	62050003949	62480002342	62480003242	62480000042	62250001023	62230001026	62230000026	62250001123	62230000326
62230001326	62250001123	62250001023	62230000826	62250001123	62480000542	62480002942	62050001649	62050001049	62050003149	62050003949	62480001742	62480003542	62250001023	62230000626	62250000123	62250000523	62250000323
62250000923	62250001023	62250001023	62230000626	62250000123	62250001023	62480003742	62050003849	62050000949	62230000226	62230000226	62230000226	62250000123	62480002442	62230000626	62480000142	62250001023	62250000623
62250000723	62250001023	62250001023	62230001426	62230000926	62250000123	62480000942	62480001842	62480002542	62480001242	62250000723	62250001023	62250001023	62480002442	62230001226	62250000123	62480002442	62250001023
62250000523	62250000723	62250000623	62250001023	62230000626	62250000123	62250000723	62250001023	62250001023	62480002442	62250001023	62480002442	62250001023	62250001023	62230000626	62480000142	62250001023	62480002442
62250001023	62250001023	62250001023	62250000623	62230000426	62250000123	62250001023	62480002442	62250001023	62250001023	62250001023	62250001023	62480002442	62250001023	62230001226	62250000123	62250001023	62250001023
