27040001459	27040001600	27040007359	27040004800	27390000623	27390000223	27390000223	27020000723	27390000223	27390000223	27040000523	27040001359	27040007359	27040005026	27040003900	27390000223	27020000500	27390000423	27390000323	27020000823	27390000223	27390000423	27390000323	27390000223	27040005400	27040002100	27040005700	27040000359	27040005300	27040005200
27040005159	27040001959	27040004100	27390000823	27390000123	27390000223	27020001023	27020000723	27390000223	27020001023	27040000200	27040001959	27040001263	27040006100	27390000423	27020001023	27020001526	27010000100	27020000223	27020000723	27390000223	27020000123	27390000823	27390000123	27390000123	27040003426	27040000359	27040005300	27040005200	27040001600
27040000400	27390000223	27390000223	27390000723	27390000523	27020000723	27020001526	27010002900	27010000100	27010001200	27010003059	27010003359	27020000500	27010003059	27010000100	27010003359	27010001700	27010002400	27010003759	27390000823	27040001859	27040006026	27390000723	27390000523	27390000323	27390000123	27040005400	27040001959	27040001500	27040002459
27040003900	27390000223	27020000823	27390000223	27020000723	27010001200	27010001200	27020000426	27010001200	27020000426	27010003059	27010003059	27020000323	27010003059	27010003059	27010003059	27020000426	27010002100	27010004000	27390000423	27040005400	27040004223	27040005523	27040004223	27390000723	27390000523	27390000323	27390000123	27040005400	27040001263
27390000123	27390000223	27020001623	27020000426	27020000500	27020001323	27020001623	27010001200	27010001200	27010001200	27010001200	27040004323	27040006423	27010002826	27010001200	27020001223	27010001200	27010000200	27010001600	27010002900	27020000500	27040002700	27040005400	27040003559	27040002559	27040006900	27390000723	27390000523	27390000323	27390000223
27390000523	27020000823	27390000223	27010001200	27020001526	27010001200	27020001423	27020000623	27010001200	27010001200	27040001859	27040001159	27040004700	27040005600	27010000363	27010001200	27020001223	27010000200	27010004000	27020000426	27010001200	27040003900	27390000423	27040000523	27040007059	27040004559	27040000800	27390000723	27390000523	27040003800
27390000223	27020001023	27010000100	27020001423	27020000623	27020001023	27020000023	27020001023	27010001200	27040003900	27040005400	27040001263	27040004000	27040003559	27040005026	27020001323	27020001623	27010001500	27010000000	27010002400	27010003759	27010001000	27390000423	27390000723	27040003426	27040000359	27040000900	27040001029	27040004559	27040001700
27020000823	27390000223	27390000223	27020000023	27020001023	27010001200	27010001200	27020000500	27390000223	27020001623	27390000223	27390000223	27040005400	27040001959	27040001359	27040004223	27390000223	27020001623	27020000426	27010001159	27010003159	27010001159	27010003759	27390000423	27390000623	27040005400	27040004600	27040000900	27040003359	27040004559
27390000423	27390000323	27020001123	27010001200	27010001200	27010001459	27010000459	27010002400	27010003759	27020001223	27010002900	27010002900	27020000426	27020001223	27040002800	27040003559	27040004900	27020001526	27010003459	27020000426	27010001200	27020001223	27010001900	27010003500	27010003500	27010003959	27390000823	27040000523	27040003063	27040002026
27020000923	27020000123	27020001623	27020001223	27010001200	27010000900	27010003600	27010002600	27010003159	27010001200	27390000423	27390000023	27020000223	27060100700	27040005400	27040006200	27040002600	27040006526	27010001900	27010002200	27010000459	27010002400	27010003159	27020000500	27010002559	27010002600	27010002200	27010002700	27390000823	27390000223
27390000723	27390000323	27390000123	27020001526	27010001200	27020001223	27010000200	27010003600	27010001300	27390000823	27490000100	27490000023	27490000323	27060100600	27060100100	27060100700	27040006623	27390000023	27010001159	27010003500	27010000700	27010004000	27020001223	27020001526	27010001159	27010003500	27010000700	27010004000	27010000100	27010002900
27020000223	27390000723	27390000523	27390000223	27020000426	27010001200	27010001159	27010004000	27020001223	27010002900	27490000400	27280000023	27490000223	27060100300	27060100000	27130000000	27060000300	27390000623	27390000023	27020000623	27020000426	27010001900	27010002400	27010002400	27010001300	27390000823	27020000623	27010001900	27010002400	27010003759
27040002359	27040001359	27040004223	27390000223	27390000223	27010003859	27020000426	27010002359	27010002559	27010002200	27010001800	27010002700	27010000859	27020000223	27390000223	27060000200	27060000000	27390000723	27390000323	27020001023	27010001700	27010002600	27010003500	27010003159	27040006300	27390000823	27390000223	27010001159	27010000700	27010002600
