53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53230001426	53230003426	53230002426	53230003726	53230003626	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000
53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53230001426	53230006226	53230001626	53230004926	53230002526	53230004226	53230003326	53230006226	53230003626	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000	53490000000
53490000000	53490000000	53230001426	53230006226	53230006226	53230006226	53230006226	53230000026	53230002726	53470000163	53250001923	53250000623	53250001523	53470000163	53230002726	53230002026	53230006226	53230006226	53230006226	53230006226	53230003626	53490000000	53490000000
53490000000	53490000000	53230005826	53230002726	53230005926	53230005926	53230005926	53230004826	53250001823	53470000063	53250000223	53250001623	53250001023	53470000063	53250001823	53230004326	53230002726	53230005926	53230005926	53230005926	53230005226	53490000000	53490000000
53490000000	53490000000	53230005826	53250000823	53250001123	53250001123	53250001123	53230000126	53250000223	53250000023	53250000923	53250001023	53250001623	53250000023	53250000923	53230003226	53250000823	53250001123	53250001123	53250001123	53230005226	53490000000	53490000000
53490000000	53490000000	53230005826	53250000423	53250001423	53470000163	53250000423	53230003326	53470000163	53250000223	53250001623	53250001623	53250001623	53250001623	53470000163	53230001626	53250000423	53470000163	53250000423	53250001423	53230005226	53490000000	53490000000
53490000000	53490000000	53230005826	53250000423	53250001423	53230000026	53250000423	53230005926	53470000063	53260000045	53260000145	53260000145	53260000145	53260000245	53470000063	53230000526	53250000423	53230002026	53250000423	53250001423	53230005226	53490000000	53490000000
53490000000	53490000000	53230005826	53250000423	53250001423	53230004826	53250000423	53250001123	53250001723	53250001123	53250001123	53250001123	53250001123	53250001123	53250001723	53250001123	53250001423	53230004326	53250000423	53250001423	53230005226	53490000000	53490000000
53490000000	53230001426	53470000163	53250000423	53470000163	53230003326	53230006226	53230006226	53230006226	53470000163	53250000423	53360100033	53250000423	53470000163	53230006226	53230006226	53230006226	53230001626	53470000163	53250000423	53470000163	53230003626	53490000000
53490000000	53230005826	53230000026	53260200045	53230000026	53230001326	53230006326	53230003126	53230000726	53230000026	53250000423	53250001123	53250001423	53230002026	53230001326	53230006326	53230003126	53230000726	53230002026	53260200045	53230002026	53230005226	53490000000
53490000000	53230005826	53230004826	53260200045	53230004826	53230000626	53230004126	53230006126	53230000526	53230003326	53230006226	53230006226	53230006226	53230001626	53230000626	53230004126	53230006126	53230000526	53230004326	53260200045	53230004326	53230005226	53490000000
53490000000	53230005826	53230000126	53250000823	53230000126	53250000823	53250001123	53250001123	53250001123	53230000726	53230005326	53230002826	53230002326	53230000726	53250000823	53250001123	53250001123	53250001123	53230003226	53250000823	53230003226	53230005226	53490000000
53490000000	53230005826	53230000026	53250000423	53230000026	53250000423	53250001423	53250001423	53250001423	53230000526	53230004726	53230000826	53230004526	53230000526	53250000423	53250001423	53250001423	53250001423	53230002026	53250000423	53230002026	53230005226	53490000000
53490000000	53230005826	53230004826	53250000423	53470000163	53250000423	53250001423	53470000163	53250000423	53250001123	53250001123	53250000123	53250001123	53250001123	53250001423	53470000163	53250000423	53250001423	53470000163	53250000423	53230004326	53230005226	53490000000
