08040002018	08040004018	08040001018	08040001018	08040003218	08060002138	08060002338	08060001638	08060000738	08130000022	08130000422	08130000122	08060001638	08030000017	08030000017	08040000918	08040003818	08040003818	08040003718	08040000218
08040000918	08040003318	08040001018	08040003218	08060002338	08130000122	08130000322	08060000438	08060000938	08060001438	08060000338	08130000322	08130000522	08060001338	08060002038	08060001638	08040000918	08040003818	08040000818	08040000218
08020000912	08040000118	08040003218	08060002338	08130000522	08130000222	08060001838	08020000912	08490000344	08490000144	08490000044	08060000338	08130000022	08130000222	08060001838	08060000338	08060001938	08040000918	08040000518	08040002518
08040001418	08010004401	08020000812	08060001238	08130000022	08130000422	08060001138	08010004801	08490000544	08490000644	08490000244	08010004801	08060000338	08130000422	08060001638	08060000738	08060001738	08010004801	08040000918	08040004218
08040001318	08030000217	08010100001	08060001538	08130000522	08130000222	08060001738	08010004801	08490000444	08280000011	08490000744	08020000112	08060000738	08130000522	08130000222	08060001038	08020000112	08040002218	08030000017	08030000017
08020000912	08040003018	08060000738	08130000122	08130000322	08130000422	08060001138	08020000812	08010005501	08010005701	08010004601	08020000412	08060000538	08130000022	08130000422	08060002238	08020000412	08020000912	08040001318	08010004801
08010004801	08030000317	08060000338	08130000522	08130000222	08130000222	08060000038	08010004801	08010002101	08010000801	08010004801	08010004801	08060000338	08130000522	08130000222	08060000138	08020000212	08020000012	08010004801	08010004801
08010004801	08020000912	08060002038	08130000522	08130000222	08130000422	08130000322	08060001938	08010001701	08010005601	08060002138	08060000638	08060002338	08130000022	08130000422	08060001738	08020000912	08010004801	08010004801	08020000912
08020000912	08010004801	08060000338	08130000022	08130000522	08130000222	08130000122	08130000322	08150100019	08150100019	08130000122	08130000322	08130000522	08130000222	08060001838	08020000912	08010004801	08010004801	08020000612	08020000712
08030000117	08030000317	08020000912	08060000338	08130000022	08130000122	08130000322	08060000038	08010002801	08010001101	08060000538	08130000522	08130000522	08130000222	08060001638	08020000912	08020000912	08010004801	08020000312	08020000512
08040000318	08040002218	08010001001	08020000812	08060000838	08130000522	08060001838	08060000338	08150100019	08150100019	08130000122	08130000322	08130000022	08130000422	08060001738	08020000912	08010004801	08020000912	08010004801	08010004801
08040003418	08030000317	08010004801	08010004801	08060000338	08110000016	08010002601	08010003601	08010005901	08010005201	08060000238	08060001438	08060000338	08060001738	08020000912	08010004801	08010004801	08010004801	08010004801	08010004801
08040001718	08020000912	08010004801	08020000912	08110000316	08110000116	08010001201	08010005001	08010006101	08010006101	08010006201	08010003001	08010000201	08010004801	08020000912	08010004801	08060300038	08010003901	08010004801	08060100038
08040002718	08040002918	08010004801	08020000812	08110000516	08110000616	08010004701	08010002401	08010001801	08010006301	08010000601	08010000301	08010006101	08010003601	08010002701	08010004801	08020000912	08060100238	08060100038	08010003501
08040000918	08040004218	08020000212	08020000012	08060100038	08110000716	08110000816	08040003018	08040001618	08040004118	08040001318	08030000117	08010001901	08010001801	08010001501	08010002501	08010004201	08010000101	08010004501	08010002201
08020000912	08180000005	08020000912	08060100038	08010004801	08010004801	08110000916	08040000018	08040002118	08040001118	08060100138	08060100238	08030000317	08010004801	08020000612	08020000712	08020000812	08010002901	08010005801	08010004101
08010004801	08010000701	08010000001	08010004801	08010004801	08010004801	08110000916	08010004801	08030000117	08030000317	08020000912	08010004801	08060200138	08060200038	08020000312	08020000512	08010004801	08010004801	08010004801	08020000912
08010002201	08010000401	08010000401	08010000901	08010006001	08010001401	08150000019	08010002501	08010003201	08010004801	08010001401	08010003601	08010002701	08010003301	08060200138	08020000912	08020000912	08010005301	08020000212	08020000012
08010000401	08010003101	08010004101	08010004301	08010000501	08010004801	08110000716	08110000816	08010004801	08010003801	08010000501	08010001901	08010003701	08010005101	08010003401	08020000912	08010001301	08010004901	08010003001	08010001601
08010004301	08010004801	08010003801	08040000718	08040002718	08040002918	08030000117	08110000916	08040001818	08040001218	08040000618	08040002918	08010004801	08010002301	08010005401	08010004801	08010004001	08010002001	08010006101	08010002701
08010004801	08040001618	08040001918	08040000418	08040002818	08040001018	08040003918	08110000216	08040000918	08040002418	08040002318	08040001018	08040002918	08010000501	08020000812	08010004801	08010004801	08010004801	08010004701	08010000301
08040001818	08040002618	08040003118	08040003518	08040002818	08040002518	08110001016	08110000416	08110000816	08040000918	08040002418	08040001518	08040001218	08040003618	08040002918	08030000117	08030000317	08180000005	08010004801	08010004801
