21230001700	21230000900	21230001521	21230003000	21230002500	21230002500	21230002500	21230001400	21230001400	21230001400	21470000441	21230002601	21230001400	21470000441	21470000441	21470000441	21230002601	21230001400	21470000441	21230002601	21230001400	21230001400	21230002500	21230002500	21230002500	21230000900	21230003900	21230003900	21230001700
21230001700	21260100001	21250101800	21360000000	21230002500	21230002500	21230002500	21230002200	21230003238	21230000738	21470000501	21470000441	21230000900	21470000501	21230100000	21470000201	21230000900	21470000441	21470000201	21230002200	21230000600	21230000700	21230002500	21230002500	21230002500	21250100300	21250101800	21360000000	21230001700
21230001700	21250100800	21250101900	21250101800	21230001400	21230001400	21230001400	21230002400	21230002938	21230002738	21470000101	21470000501	21230000900	21470000101	21350000000	21470000101	21230000900	21470000201	21470000101	21230002400	21230002900	21230002700	21230001400	21230001400	21230001400	21250100800	21250101900	21250101800	21230001700
21470000441	21250100800	21250101900	21470000441	21230000400	21230001238	21230001700	21250100300	21250101800	21250101800	21250101800	21470000101	21250100300	21250101538	21250100738	21250101438	21250101800	21470000101	21250100300	21250101800	21250101800	21250101800	21230001700	21230000200	21230003400	21470000441	21250100800	21250101900	21470000441
21470000501	21250100800	21250101900	21470000501	21230004700	21230003638	21230001700	21260100001	21250101900	21340000000	21250100800	21250101800	21250100000	21250101638	21250101738	21250101138	21250100100	21250101800	21250101900	21340000000	21250100800	21260100001	21230001700	21230004500	21230002100	21470000501	21250100800	21250101900	21470000501
21470000101	21260000001	21260000101	21470000101	21250000800	21250001100	21230001700	21250100800	21250101900	21250100400	21250101900	21250101900	21250100200	21250100538	21250101738	21250101238	21250100600	21250101900	21250101900	21250100400	21250101900	21250101900	21230001700	21250000800	21250000600	21470000101	21260000001	21260000101	21470000101
21250000600	21250000200	21250001100	21250000200	21250000100	21250000400	21470000441	21230002601	21230001400	21230001400	21230001900	21230001900	21230002800	21250101038	21250101338	21250100938	21230000100	21230001900	21230001900	21230001900	21230001400	21230001400	21470000441	21250001400	21250001300	21250000200	21250001100	21250000600	21250000200
21250001000	21250000000	21250000400	21250000400	21250000000	21250000300	21470000501	21230000900	21230003000	21230003900	21230000200	21230003400	21470000441	21270000400	21270000200	21270000300	21470000441	21230000400	21230001238	21230000900	21230003000	21230003900	21470000201	21250001700	21250000000	21250000300	21250000400	21250001000	21250000000
21250000300	21250000300	21250000300	21230004021	21250001200	21250000400	21470000101	21230000900	21230003000	21230003900	21230004500	21230002100	21470000501	21270000000	21270000100	21270000500	21470000201	21230004700	21230003638	21230000900	21230003000	21230003900	21470000101	21250000900	21250000300	21230004021	21250001200	21250000300	21250000300
21250001300	21250000400	21250001000	21230000521	21250001700	21250001638	21250000600	21250000200	21250000600	21250000200	21250000600	21250000600	21470000101	21260000001	21260000201	21260000101	21470000101	21250000800	21250000200	21250000200	21250000600	21250000600	21250000200	21250000300	21250000400	21230000521	21250001700	21250001300	21250000400
21250000300	21250000000	21250000400	21230003321	21250001200	21250000400	21250000300	21250000300	21250001638	21250001300	21250000300	21250000400	21250000700	21250000700	21250000600	21250000200	21250001100	21250000400	21250000300	21250001300	21250000400	21250001638	21250000300	21250000000	21250000000	21230003321	21250001200	21250000300	21250000000
21260000201	21260000201	21260000101	21230004021	21230004021	21470000441	21250000500	21250001000	21250000400	21470000441	21230001801	21230003501	21230004101	21230000001	21230001801	21230003501	21230004101	21230000001	21230004600	21470000441	21250000500	21250001000	21250000400	21470000441	21230004021	21230004021	21260000001	21260000201	21260000201
21260000201	21260000201	21260000101	21230001001	21230002001	21230000521	21270000400	21270000200	21270000300	21230000521	21230001001	21230003701	21230000801	21230003701	21230000801	21230003701	21230000801	21230003701	21230002001	21230000521	21270000400	21270000200	21270000300	21230000521	21230001001	21230002001	21260000001	21260000201	21260000201
21250200138	21250200138	21250200200	21230001601	21230002301	21230000521	21270000000	21270000100	21270000500	21230000521	21230001601	21230003801	21230004401	21230003801	21230004401	21230003801	21230004401	21230003801	21230002301	21230000521	21270000000	21270000100	21270000500	21230000521	21230001601	21230002301	21250200000	21250200138	21250200138
21250200300	21250200300	21250200200	21230004201	21230004801	21230003321	21250000800	21250001100	21250000200	21230003321	21230004201	21230003101	21230000301	21230003101	21230000301	21230003101	21230000301	21230003101	21230004801	21230003321	21250000800	21250001100	21250001100	21230003321	21230004201	21230004801	21250200400	21250200300	21250200300
21250200300	21250200300	21250200200	21250200138	21250200500	21470000441	21250000500	21250001300	21250001638	21470000441	21250200000	21250200138	21250200500	21250200500	21250200138	21250200500	21250200500	21250200138	21250200138	21470000441	21250001200	21250000300	21250000300	21470000441	21250200000	21250200500	21250200200	21250200300	21250200300
21230001801	21230003501	21230001801	21230003501	21230001801	21470000441	21250000900	21250001000	21250000400	21470000441	21230001801	21230003501	21230004101	21230000001	21230001801	21230003501	21230004101	21230000001	21230004600	21470000441	21250001700	21250001300	21250000400	21470000441	21230001801	21230003501	21230001801	21230003501	21230001801
21230003900	21230003900	21230003900	21230003900	21230003900	21470000501	21250001200	21250000300	21250000000	21470000201	21230001700	21230003900	21230003900	21230003900	21230003900	21230003900	21230003900	21230003900	21230001700	21470000501	21250000900	21250000300	21250000000	21470000201	21230000900	21230003000	21230003900	21230003900	21230003900
21230003900	21230003900	21230003900	21230003900	21230003900	21470000101	21250000500	21250000400	21250000400	21470000101	21230001700	21260100001	21250101800	21360000000	21360000000	21360000000	21250100300	21260100001	21230001700	21470000101	21250001200	21250000400	21250000400	21470000101	21230000900	21230003000	21230003900	21230003900	21230003900
21250000200	21250000600	21250001100	21250000600	21250001100	21250001100	21250000100	21250001638	21250000400	21250000600	21230001700	21250100800	21250101900	21250101800	21250101800	21250101800	21250101900	21250101900	21230001700	21250000800	21250000100	21250001638	21250000400	21250001100	21250000200	21250000600	21250000600	21250000200	21250000600
21250000300	21250000300	21250000400	21250000400	21250001000	21250001300	21250001000	21250001300	21250000400	21250000400	21230004600	21230001301	21470000441	21270000400	21270000200	21270000300	21470000441	21230001301	21230004300	21250001200	21250001638	21250001638	21250001300	21250001000	21250000400	21250001000	21250001300	21250000300	21250000300
21230002500	21230002500	21230002500	21230001400	21230001400	21230001400	21470000441	21250001700	21250001300	21250001300	21230003000	21230003900	21470000501	21270000000	21270000100	21270000500	21470000501	21230000900	21230003000	21250001700	21250001000	21250001300	21470000441	21230002601	21230001400	21230001400	21230002500	21230002500	21230002500
21230002500	21230002500	21230002500	21230002200	21230001100	21230000700	21470000501	21250000900	21250001000	21250001000	21230003000	21230003900	21470000101	21260000001	21260000201	21260000101	21470000101	21230000900	21230003000	21250001200	21250000400	21250001638	21470000201	21230002200	21230003238	21230000738	21230002500	21230002500	21230002500
21230002500	21230002500	21230002500	21230002400	21230002900	21230002700	21470000101	21250001700	21250001000	21250001300	21250000200	21250000600	21250000600	21250000200	21250000200	21250000200	21250000600	21250000200	21250000600	21250001500	21250001300	21250001300	21470000101	21230002400	21230002938	21230002738	21230002500	21230002500	21230002500
21230001400	21230001400	21230001400	21250000800	21250000200	21250000200	21250000600	21250000100	21250001500	21250001638	21250001638	21250001500	21250000400	21250001000	21250000400	21250001000	21250000400	21250001500	21250000400	21250001500	21250001500	21250000400	21250000200	21250000200	21250000200	21250000600	21230001400	21230001400	21230001400
21470000441	21230004600	21230003501	21230000521	21250001200	21250001300	21250000400	21250001300	21230000521	21230003501	21230001801	21230003501	21230004101	21230000001	21230001801	21230003501	21230004101	21230000001	21230004600	21230003501	21230000521	21250001200	21250000400	21250001300	21250001300	21230000521	21230003501	21230004600	21470000441
21230000521	21230001001	21230002001	21470000301	21250001700	21250000400	21250001638	21250001000	21470000301	21230001001	21230003701	21230000801	21230003701	21230003701	21230003701	21230003701	21230003701	21230003701	21230000801	21230002001	21470000301	21250001700	21250000400	21250001638	21250001300	21470000301	21230001001	21230002001	21230000521
