05010000001	05490000446	05490001946	05490001346	05490002346	05490002146	05490001846	05490001546	05490000546	05290000725	05070000702	05070001002	05070000602	05070000302	05070001002
05010000001	05490000146	05190000006	05490001446	05490000746	05170000003	05490002046	05490000946	05490000346	05290000825	05070000002	05070000202	05020000012	05070001302	05070000102
05010000101	05070000802	05070000402	05070001402	05070000802	05070000302	05070001402	05070001402	05070001402	05070000802	05070000102	05070000102	05070000802	05070000102	05070000102
05010000401	05010000801	05010000301	05010000001	05010000601	05010000201	05010000001	05020000012	05020000012	05070001302	05070001002	05070000102	05070000102	05070001002	05070000102
05010000001	05010000001	05290000225	05290000625	05290000125	05290000625	05290000125	05290000625	05290000125	05070000502	05070000102	05290001025	05290000425	05290000125	05070000502
05020000112	05070001102	05290000925	05070000002	05490002346	05490002146	05490001846	05490001646	05490001146	05070000102	05070000202	05490100446	05490100246	05490100046	05010000401
05070000802	05070001202	05290000925	05070000002	05490000746	05170000003	05490002046	05490000646	05490000846	05070000102	05070000202	05490100146	05210000008	05490100346	05010000701
05070001002	05070000602	05290000225	05070000002	05070000802	05070000302	05070000802	05070000802	05070000802	05070001002	05070000102	05070000802	05070000802	05070001402	05010000501
05070000202	05020000012	05290000925	05070000002	05070001002	05070000602	05070000602	05070000602	05070001002	05070000102	05070001002	05070000102	05070000202	05020000112	05070001302
05070000202	05020000112	05290000925	05070000002	05070000202	05490200446	05490200046	05490200246	05070001302	05070000102	05070001002	05490002346	05490002146	05490001846	05490001546
05070000102	05070000802	05290000225	05070000002	05070000202	05490200146	05200000007	05490200346	05070001302	05070000602	05070000102	05490000746	05170000003	05490002046	05490000946
05070001002	05070000102	05290000925	05070000002	05070001002	05070001402	05070000802	05070000802	05070000202	05020000012	05070001302	05070000802	05070000102	05070000802	05070000802
05070000102	05070001002	05290000925	05070000002	05070000202	05020000112	05070001302	05070001002	05070000102	05070000802	05070001002	05010100101	05010100001	05290000025	05290000525
05310000025	05070000702	05310000025	05070000002	05310000025	05290001125	05290000525	05290000525	05310000025	05070000702	05070000102	05310000025	05290001125	05290000325	05300000225
05300000325	05260000045	05300000325	05260000045	05300000325	05300000225	05300000025	05300000025	05300000325	05260000045	05260000045	05300000325	05300000225	05300000125	05070000002
05070001402	05070000402	05070000402	05070000402	05070000402	05070000402	05070000402	05070000402	05070000402	05070000402	05070001402	05070001402	05070001402	05070000402	05070000102
05020000012	05070001302	05070000102	05070001002	05070000102	05070001002	05070000102	05070001002	05070000102	05070000202	05020000112	05020000012	05020000112	05070001302	05070001002
05290000125	05290000625	05290000125	05070000502	05070000102	05070000102	05070001002	05290001025	05290000425	05290001025	05290000425	05290001025	05290000425	05290000125	05070000502
05490001546	05490000546	05070000402	05070000102	05070001002	05070000102	05070000102	05070000402	05070000402	05490002246	05490001546	05490000246	05490002146	05490001246	05070000102
05490000946	05490000346	05070000102	05070001002	05070000102	05070001002	05070000102	05070001002	05070000102	05490001046	05490000946	05490000046	05170000003	05490001746	05070000602
05070000802	05070000802	05070001002	05070000102	05070000102	05070000102	05070001002	05070000102	05070000102	05070000802	05070000802	05070000802	05070000102	05070000902	05020000112
