49490000000	49230005626	49230007426	49230002626	49230004926	49230007426	49230002626	49230001426	49230004626	49260000045	49260000145	49260000245	49230002426	49230005626	49230007426	49230002626	49230004926	49230007426	49230002626	49230001426	49490000000
49490000000	49230005226	49230004326	49230006726	49230002826	49230004326	49230006726	49230003526	49230003426	49260000045	49260000145	49260000245	49230005126	49230005226	49230004326	49230006726	49230002826	49230004326	49230006726	49230003526	49490000000
49490000000	49230004026	49230006626	49230002726	49230002226	49230002926	49230001526	49230004726	49230006226	49260000045	49260000145	49260000245	49230005326	49230004026	49230006626	49230002726	49230002226	49230002926	49230001526	49230004726	49490000000
49490000000	49490000000	49230001826	49230003326	49470000063	49230001826	49230003326	49230000226	49230000126	49250001523	49250001023	49250001023	49230005926	49230006826	49230001826	49230003326	49470000063	49230001826	49230003326	49490000000	49490000000
49490000000	49490000000	49230005726	49230007226	49470000063	49230005726	49230007226	49230006226	49230000626	49250000323	49340000029	49250000323	49230005426	49230005326	49230005726	49230007226	49470000063	49230005726	49230007226	49490000000	49490000000
49490000000	49470000163	49230003226	49230001926	49230001926	49230001926	49230000826	49230004426	49230000926	49250000323	49250000223	49250000623	49230007326	49230001226	49230001026	49230002026	49230001926	49230001926	49230001926	49470000163	49490000000
49490000000	49230007026	49230004526	49230000526	49230000526	49230000526	49230007026	49230005526	49230006226	49250000323	49250000723	49250001223	49230005326	49230005526	49230007026	49230004526	49230000526	49230000526	49230000526	49230007026	49490000000
49490000000	49230007026	49250000523	49250000823	49250000823	49250000823	49230007026	49230000226	49230000126	49250000323	49250001223	49250000723	49230005926	49230006826	49230007026	49250000523	49250000823	49250000823	49250000823	49230007026	49490000000
49490000000	49230007026	49250000423	49230000326	49230002326	49250000423	49230007026	49230006226	49230000626	49250000323	49340000029	49250000323	49230005426	49230005326	49230007026	49250000423	49250001123	49250001123	49250001123	49230007026	49490000000
49490000000	49230007026	49250000423	49230007126	49230007026	49250000423	49230007026	49230004426	49230000926	49250000323	49250000223	49250000623	49230007326	49230001226	49230007026	49250000423	49340000029	49340000029	49250000423	49230007026	49490000000
49490000000	49230007026	49250000423	49250000823	49230007026	49250000423	49230007026	49230005526	49230006226	49250000323	49250000723	49250001223	49230005326	49230005526	49230007026	49250000423	49250001323	49250001323	49250000923	49230007026	49490000000
49490000000	49230006126	49230006526	49250000423	49230007026	49250000423	49230007026	49230006326	49230003126	49230005026	49250000123	49230000026	49230001326	49230003526	49230007026	49250000423	49250001123	49250001123	49250001123	49230007026	49490000000
49490000000	49230007026	49230007526	49250000423	49230007026	49250000423	49230007026	49230004026	49230004126	49230005826	49260100045	49230000426	49230004826	49230004726	49230007026	49250000423	49470000163	49250000023	49250001123	49230007026	49490000000
49490000000	49230007026	49250000523	49250001123	49230007026	49250000423	49470000163	49490000000	49230003726	49250001423	49250001423	49250001423	49230000726	49490000000	49470000163	49250000423	49230000326	49230002326	49250000423	49230007026	49490000000
49490000000	49230007026	49250000423	49230000326	49230000826	49250000423	49470000263	49250000023	49250001123	49250001123	49250001123	49250001123	49250001123	49250001123	49470000263	49250000423	49230007126	49230007026	49250000423	49230007026	49490000000
49490000000	49230007026	49250000423	49230007126	49230007026	49250000423	49250001123	49250001123	49230001026	49230002026	49230001926	49230001926	49230000826	49250001123	49250001123	49250001123	49250000823	49230007026	49250000423	49230007026	49490000000
49490000000	49230007026	49250000423	49250000823	49230006426	49230001926	49230001926	49230001926	49230003826	49230004526	49230000526	49230000526	49230006426	49230001926	49230001926	49230001926	49230001926	49230003826	49250000423	49230007026	49490000000
49490000000	49230007026	49250000423	49250001123	49230007126	49230000526	49230000526	49230000526	49230007526	49250000523	49250000823	49250000823	49230007126	49230000526	49230000526	49230000526	49230000526	49230007526	49250000423	49230007026	49490000000
49490000000	49230007026	49250000423	49250001123	49250000823	49250000823	49250000823	49250000823	49250000823	49250001123	49250001123	49250001123	49250000823	49250000823	49250000823	49250000823	49250000823	49250000823	49250001123	49230007026	49490000000
49490000000	49230007026	49250000423	49250001123	49230001026	49230002126	49230002126	49230002126	49470000163	49260000045	49260000145	49260000245	49470000163	49230006026	49230002126	49230002126	49230000826	49250000023	49250001123	49230007026	49490000000
49490000000	49470000163	49230006026	49230002126	49470000163	49230005526	49230003026	49230003626	49470000063	49260000045	49260000145	49260000245	49470000063	49230004226	49230003626	49230005526	49470000163	49230006026	49230002126	49470000163	49490000000
49490000000	49470000063	49230005526	49230006926	49470000063	49230001426	49230003926	49230002526	49470000063	49260000045	49260000145	49260000245	49470000063	49230001126	49230002526	49230001426	49470000063	49230005526	49230006926	49470000063	49490000000
49490000000	49470000063	49230001426	49230005626	49470000063	49230001426	49230007626	49230001626	49470000063	49260000045	49260000145	49260000245	49470000063	49230001726	49230001626	49230001426	49470000063	49230001426	49230005626	49470000063	49490000000
