19010000563	19010001945	19010005345	19010000563	19010000563	19010000563	19010002963	19010002645	19010000563	19010000563	19010004445	19010005963	19010005100	19010000423	19010000423	19010000423	19040000000	19040000400	19040000600	19040001700	19040001200	19040001800
19010000563	19010005100	19010000423	19010000623	19010005345	19010000563	19010000563	19010000045	19010002645	19010005226	19020000100	19010002723	19010005226	19020000500	19020000600	19010000423	19010000423	19010000423	19040000100	19040002100	19110001200	19110000400
19010000563	19010005100	19010000423	19020000500	19010000423	19010002000	19010004445	19010002200	19010005345	19010001300	19020000200	19020000000	19010002000	19010001523	19010005630	19010000423	19010000423	19010000423	19010000423	19040000723	19110001300	19040000800
19010000563	19010000563	19010000863	19010000045	19010002524	19010000423	19010000423	19110001000	19110000700	19110001600	19110001600	19110000200	19110000500	19010000423	19010000423	19020000600	19010000423	19110001000	19150200031	19110000700	19110001900	19040000200
19010005345	19010003126	19010004445	19010002000	19010005630	19110001000	19110000700	19110002200	19010001863	19010003726	19010002963	19010002300	19110001500	19110001600	19110000500	19110001000	19110000500	19110001800	19010000423	19010000423	19040000300	19040001300
19010000423	19020000600	19010000423	19110000000	19110001600	19110001900	19010003623	19010001523	19010003126	19010000563	19010000563	19010001523	19010000045	19010002524	19110001500	19110001900	19110001500	19110002100	19110000500	19010000423	19010000423	19010000423
19010000423	19110000000	19110001600	19110002200	19010004800	19010000423	19010000423	19010000423	19020000600	19010002000	19010001300	19020000600	19010002000	19010005630	19010000423	19010000423	19010000423	19010000423	19110001500	19110000500	19010000423	19010000423
19010000423	19110001500	19110000500	19010000423	19010000423	19110000000	19110000300	19110002300	19010000423	19010000423	19110000000	19110001600	19110000500	19110000000	19110001600	19110000500	19010000423	19010000423	19010000423	19110000800	19010000423	19010000423
19010000123	19010002963	19110000800	19010000423	19010000423	19110001400	19110000100	19110002200	19010000423	19010000423	19110002000	19010000423	19110001500	19110001900	19010000423	19110000800	19010000423	19020000600	19010000423	19110000800	19010000423	19010000423
19010000423	19010002000	19150100026	19020000600	19010000423	19110000800	19010000423	19010000423	19010000423	19010000423	19110000800	19010000423	19010000423	19010000423	19010000423	19110000800	19010003226	19010002524	19110000000	19110002200	19010000423	19010000423
19010000423	19110000000	19110001900	19010000230	19010000423	19110001100	19010000423	19010000423	19110000000	19110000700	19110002100	19110001600	19110000500	19010000423	19010000423	19110001800	19010003926	19010005100	19110001500	19110000500	19010000423	19010000423
19010000423	19110000800	19010001863	19010001300	19110000000	19110002200	19010000423	19020000600	19150100026	19010000045	19010002524	19010000423	19110000800	19010000423	19110000000	19110002200	19490000700	19490000600	19490000500	19110000800	19020000600	19010000423
19010000423	19110000600	19150200031	19110001600	19110000900	19010000423	19010000423	19010000423	19110000800	19010002000	19010001424	19110000000	19110002200	19010001863	19150100026	19010005630	19490000200	19490000400	19490000000	19110001100	19010000423	19010000423
19010000423	19110000800	19010005963	19010005100	19110001500	19110000500	19010000423	19010000423	19110001500	19110000500	19010000423	19110001500	19110000500	19010001663	19110001100	19010000423	19490000100	19170000000	19490000300	19110000800	19010002426	19010003300
19110000000	19110002200	19010003084	19010005226	19110000000	19110002200	19010000423	19020000600	19010000423	19110001500	19150200031	19110001600	19110002200	19010001030	19110000800	19010000423	19010004700	19010005700	19010004626	19150100026	19010000300	19010004100
19110000800	19010000423	19010002645	19010006026	19110001500	19110001600	19110000500	19010000423	19010000423	19010000423	19010001863	19010001945	19010000423	19010000423	19110000800	19020000600	19010000700	19010000300	19010002826	19110000800	19020000600	19010004226
19110001100	19010004000	19010005463	19490000700	19490000600	19490000500	19110000800	19010000423	19010000423	19020000400	19010002645	19010003530	19110000000	19110000400	19110002200	19010000423	19010000900	19010000423	19110000000	19110002200	19010000423	19010001700
19140000126	19060000123	19010001030	19490000200	19490000400	19490000000	19110001500	19110000500	19010004000	19010000423	19400000023	19110000000	19110002200	19010001863	19010001523	19010005630	19110001000	19110001600	19110002200	19010000423	19010000423	19040000723
19140000126	19060000023	19010005000	19490000100	19170000000	19490000300	19010000423	19110001500	19110001700	19110001600	19110001600	19110002200	19010001863	19010001300	19110000000	19110001600	19110002200	19010000423	19010000423	19010003400	19040000800	19040002100
19140000126	19140000126	19100000026	19010003300	19010005500	19010005827	19010004530	19010001126	19010004300	19010000423	19010000230	19020000600	19010001030	19110000000	19110002200	19010000423	19010000423	19010000423	19040000800	19040000900	19040001900	19040002000
19140000126	19140000126	19140000126	19100000026	19010005700	19010005700	19010003800	19020000200	19020000000	19010000423	19010005345	19010000863	19010005630	19110001500	19110000500	19010000423	19010000423	19010000423	19040001600	19040001400	19040001000	19040001700
19140000126	19140000126	19140000126	19140000000	19010005700	19010004926	19010000423	19020000300	19010000423	19010000423	19020000600	19010001030	19110000000	19110001600	19110002200	19010000423	19010000423	19040000100	19040001500	19040001100	19040001400	19040000500
