25480002101	25060002100	25060001600	25060000700	25060002100	25060001600	25060000700	25480002101	25480004901	25480001601	25480000501	25480002101	25480002101	25060002826	25050005163	25050002326	25050004126	25050001100	25050001100	25050000926	25050001100	25050003523	25050001923
25060001600	25060001326	25060002100	25060002763	25480002101	25060002100	25060002763	25480002101	25480003101	25480000501	25480002101	25060002026	25060001600	25060000700	25480002101	25050000126	25050003263	25050004126	25050002526	25050000826	25050000926	25050002526	25050001223
25060001600	25060002100	25060001600	25060001326	25480002101	25480002101	25480002601	25480002201	25480002101	25480002101	25060002026	25060002763	25060002100	25060002763	25480002101	25480002101	25050002326	25050003423	25050001826	25050002226	25050003423	25050000223	25050002226
25060002100	25060001600	25060002100	25060000426	25060001326	25060002026	25060001600	25060000700	25060000826	25480002101	25060001726	25480002101	25480002101	25480002101	25480002101	25480002101	25050002826	25050002226	25050004026	25480002101	25050000126	25050004026	25480002101
25060001326	25060002100	25060001600	25060001200	25060001500	25060002763	25060002100	25060002763	25060001926	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480000201	25480002001	25480002001
25060001500	25060002100	25060002100	25060001500	25060002100	25050000426	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480002101	25480004601	25060000526	25480002301	25480001201	25480002401
25050000626	25050000426	25060002100	25060002763	25050005226	25050003263	25050005326	25480004201	25480003401	25480002101	25050001363	25050000626	25480002101	25480002101	25050004723	25050005326	25480002101	25480004301	25480003223	25480003401	25060100026	25480002101	25480002301
25050001826	25050005026	25050004963	25050002626	25050003263	25050003263	25050004026	25480004723	25480003401	25050001363	25050003263	25050003263	25050005326	25050001363	25050003263	25050003263	25050000626	25050000426	25480003223	25480003601	25480003323	25060002426	25060000826
25050002426	25050004426	25050004523	25050003263	25050003263	25050000026	25480004201	25480000100	25480003323	25050000126	25050001623	25050002163	25050004523	25050003263	25050003263	25050002163	25050003163	25050003623	25480000001	25480003223	25480000301	25480002723	25480003501
25050002723	25050003923	25050002426	25050004523	25050003263	25050005326	25480004723	25480003223	25480005201	25050002626	25050004323	25050001723	25050004426	25050003823	25050004523	25050001826	25050000223	25050000363	25480004723	25480000601	25050002626	25050005326	25480002101
25050004126	25050002723	25050002723	25050004426	25050004323	25050003623	25480001301	25480003223	25480003323	25050000126	25050003423	25050004126	25050002723	25050004426	25050000223	25050000826	25050003623	25480004723	25480000100	25480005423	25050002326	25050003263	25050005326
25050003163	25050004126	25050002723	25050002723	25050004823	25050004523	25050005326	25050000426	25480001301	25480003323	25050001426	25050001826	25050004126	25050002526	25050000223	25050003263	25050000363	25480005101	25480005423	25050002626	25050003263	25050004223	25050004523
25050004623	25050002426	25050002723	25050003523	25050001923	25050003263	25050003263	25050002226	25050005326	25480003223	25050005163	25050004623	25050000223	25050004026	25050000126	25050004026	25480004901	25480002501	25480002101	25050002326	25050004323	25050004426	25050000223
25050001723	25050002723	25050003523	25050004823	25050004523	25050003263	25050000026	25480002101	25060002826	25480000401	25480002101	25050002826	25050004026	25480004401	25480002101	25480001801	25480003101	25480000501	25480001801	25050005163	25050003326	25050003423	25050000223
25050002723	25050002723	25050000926	25050002526	25050001223	25050003263	25050002026	25480002101	25480002101	25060002026	25480002101	25480000201	25480001101	25480000201	25480001101	25480002101	25050000426	25050000426	25480004801	25480004723	25480002801	25050002826	25050003263
25050004126	25050002526	25050001826	25050000726	25050001826	25050003623	25480002101	25480002101	25060001200	25060002763	25480000201	25480002401	25480002401	25480002401	25480004101	25050002626	25050003263	25050003263	25050005326	25480002723	25480003223	25480003401	25050000126
25050000126	25050002226	25050003423	25050000223	25050003723	25050003623	25060001600	25060001200	25060002763	25480000201	25480002401	25480000701	25480002301	25480001201	25480000701	25050002826	25050002163	25050003163	25050003623	25480001901	25480003223	25480001001	25480002501
25060000326	25480002101	25050000126	25050004026	25050005163	25050004026	25060002100	25060000900	25480000201	25480002401	25480000701	25060000426	25060001426	25480002101	25480002101	25050002626	25050003423	25050000223	25050003263	25050004963	25060200026	25480002601	25480001601
25060000100	25060001800	25480002101	25060002826	25480002101	25060001426	25480002101	25480000201	25480002401	25480000701	25060002626	25480002101	25480002101	25060002826	25480005301	25050000126	25050003263	25050000726	25050003263	25050003263	25050003263	25050005326	25480003101
