02010001201	02010001201	02010001201	02490000746	02490000646	02490000546	02490000746	02490000646	02490000546	02010001201	02040001718	02040001918	02040004518	02040003418	02040001418
02010001201	02020000612	02020000712	02490000246	02490000446	02490000046	02490000246	02490000446	02490000046	02040000018	02040005218	02380000646	02380000846	02380000246	02040002818
02020000712	02020000712	02020000612	02490000146	02170000003	02490000346	02490000146	02170000003	02490000346	02040002318	02040005018	02380000446	02380000146	02380000746	02040002018
02010001201	02020000312	02020000712	02010001101	02010002701	02010001001	02010001001	02010001501	02040002518	02040003218	02040001818	02380000346	02380000003	02380000546	02010001201
02010001201	02010001201	02010000601	02010002701	02010001801	02020000612	02010001201	02020000712	02040000318	02040001818	02020000612	02010001201	02010002201	02010000701	02010001201
02010001201	02010001201	02020000612	02010001601	02010000801	02010001401	02010001201	02040002218	02040005018	02020000412	02160000010	02020000712	02010002601	02010002301	02010001201
02020000712	02010001201	02010001201	02010000101	02010000001	02010002901	02040004918	02040004718	02040003918	02010001201	02010001201	02020000312	02010000801	02010001401	02010001201
02020000512	02020000612	02010001201	02020000612	02010000501	02190000006	02040001718	02040004718	02040001618	02040005118	02020000712	02010000801	02010001701	02010002001	02020000212
02040002518	02040005218	02020000512	02010001201	02010000901	02010000001	02010001401	02040004218	02040004618	02010001201	02010001901	02010002001	02020000212	02020000012	02020000812
02040003418	02040004618	02040000018	02040005218	02010001201	02010002501	02010002001	02020000612	02010001201	02010001201	02010000401	02040002918	02040004318	02040004418	02020000112
02490000746	02490000646	02490000546	02040002318	02040003518	02020000612	02160000010	02010001201	02010001201	02040002918	02040004718	02040004818	02040000418	02040002718	02040004418
02490000246	02490000446	02490000046	02040001318	02040004118	02010002101	02010000201	02010001201	02040002518	02040003018	02040000518	02040000618	02040003818	02040000818	02040002618
02490000146	02170000003	02490000346	02010001201	02040002818	02010000801	02010002001	02040000918	02040003718	02040002718	02040004018	02040001518	02040000118	02040001018	02040001418
02010001301	02010002701	02010002801	02010000301	02010000101	02010002001	02040002918	02040000218	02040003818	02040001218	02040003118	02040004718	02040000618	02040001918	02040002418
02010002701	02010002701	02010002701	02010002401	02010001201	02040004918	02040004718	02040003218	02040004018	02040003318	02040002118	02040000718	02040001118	02040003618	02010100001
